App Name,Ad Name,Month,Time Zone,Currency,Country Code,Country,Shop Plan,Device Type,Search Term,Keyword,Match Type,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,Basic,desktop,klarna fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,SE,Sweden,Advanced,desktop,invoice fee shopify,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,JO,Jordan,Basic,desktop,installation fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,not_applicable,desktop,installation fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Trial,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Trial,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,Grow,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,not_applicable,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,ES,Spain,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,BR,Brazil,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,instagram fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Basic,desktop,insta fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,insta fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,FR,France,Basic,desktop,insta fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,india fee dropshiping,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,KW,Kuwait,Basic,desktop,increase fees checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PH,Philippines,not_applicable,desktop,ig fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,MY,Malaysia,Basic,desktop,how to generate tiok tok logistic fee tax,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,ID,Indonesia,not_applicable,desktop,honey fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,KW,Kuwait,Basic,desktop,hidden fees checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,handling fee app,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,handling fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,FO,Faroe Islands,Basic,desktop,handling fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IE,Ireland,Grow,desktop,handling and packaging fee at checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IE,Ireland,Grow,desktop,handling and packaging fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IE,Ireland,Grow,desktop,handlig and packaging fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Advanced,desktop,google fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,HK,Hong Kong,not_applicable,desktop,google fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,google fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Advanced,desktop,google casa fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,gateway fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,free shipping fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,FR,France,Basic,desktop,free extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,EC,Ecuador,Basic,desktop,fees to checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Grow,desktop,fees report,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,fees re,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,RO,Romania,Basic,desktop,fees invoice,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AR,Argentina,not_applicable,desktop,fees idioma: espanol,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,KW,Kuwait,Basic,desktop,fees checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fees charges,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,Basic,desktop,fees ca,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fees bundle,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,SE,Sweden,not_applicable,desktop,fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,DK,Denmark,not_applicable,desktop,fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AR,Argentina,not_applicable,desktop,fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PL,Poland,Basic,desktop,fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,fee time count,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,BR,Brazil,Basic,desktop,fee tiktok,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee surcharge checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee surcharge,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NZ,New Zealand,not_applicable,desktop,fee per item,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Basic,desktop,fee on payment methods,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,DK,Denmark,Basic,desktop,fee on pallets,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Grow,desktop,fee on cod,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,fee on cod,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CO,Colombia,Basic,desktop,fee metodo de pago,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AE,United Arab Emirates,Basic,desktop,fee manager,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,fee image banner,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AT,Austria,Basic,desktop,fee gol,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee form design,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,fee for cash on delivery payment methods,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee dropshiping,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,Basic,desktop,fee checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AT,Austria,Basic,desktop,fee charge,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,fee card payment,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,KE,Kenya,Basic,desktop,fee bundle,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee addons,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee addon surcharges,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,fee addon surcharge,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NZ,New Zealand,not_applicable,desktop,fee addon,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,DK,Denmark,Basic,desktop,fee add on pallets,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,DK,Denmark,Basic,desktop,fee add on,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,fee add,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NZ,New Zealand,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,HK,Hong Kong,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,DK,Denmark,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,BE,Belgium,not_applicable,desktop,fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,ez checkout custom fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,FR,France,Basic,desktop,extras & fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,KW,Kuwait,Basic,desktop,extra fees on checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,extra fees on cash on delivery,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,Basic,desktop,extra fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,not_applicable,desktop,extra fee order amount,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,Basic,desktop,extra fee display,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,HU,Hungary,Grow,desktop,extra fee checkout,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,SE,Sweden,not_applicable,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,ES,Spain,not_applicable,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,BE,Belgium,not_applicable,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,Basic,desktop,extra fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,exter fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,exter fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,express workshop fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,export sales with fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,ID,Indonesia,Grow,desktop,estimated shipping fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,VN,Vietnam,Basic,desktop,estimated shipping fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,VN,Vietnam,Basic,desktop,estimated delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,Basic,desktop,estimate shipping fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CY,Cyprus,Basic,desktop,engagement & market research fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,easysell ? cod fee & upsells,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,Basic,desktop,easysell - cod fees & upsells,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,easycod cod fee (uninstalled),% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,easycod cod fee (),% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,LV,Latvia,Grow,desktop,easycod cod fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Grow,desktop,easycod cod fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,not_applicable,desktop,easycod cod fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,easycod cod fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Basic,desktop,easycod ? cash on delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,easycod - cash on delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AT,Austria,Grow,desktop,easy fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,ZA,South Africa,Basic,desktop,easy fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,Basic,desktop,easy fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AE,United Arab Emirates,Basic,desktop,easy fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AT,Austria,Grow,desktop,easy fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CH,Switzerland,Basic,desktop,dynamich checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,BG,Bulgaria,Basic,desktop,dynamic discounts & fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IN,India,Basic,desktop,dynamic cod fee manager,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,IT,Italy,Basic,desktop,dynamic checkout fees by upcharge,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PT,Portugal,Advanced,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,Grow,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PK,Pakistan,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,NL,Netherlands,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,JP,Japan,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,HK,Hong Kong,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,EC,Ecuador,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CO,Colombia,Basic,desktop,dynamic checkout fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CO,Colombia,Basic,desktop,dynamic checkout fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,PH,Philippines,Grow,desktop,dynamic check out fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,GB,United Kingdom,Basic,desktop,double fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CL,Chile,Grow,desktop,different transports fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AE,United Arab Emirates,Basic,desktop,delivery fees,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,delivery fee suburb,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,EG,Egypt,Trial,desktop,delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,CL,Chile,Grow,desktop,delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,AU,Australia,not_applicable,desktop,delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
Magical Fees & Tariffs,Fees Awareness - Global,2025-02-01,UTC,USD,TW,Taiwan,Basic,desktop,delivery fee,% fee,broad,1,0,0,0,0,0,0,0,0,0,0,,,,,
